owner;repo;yaml_filename;job;all_unused;maven_unused;fix_suggestion;old_commands
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, mask_encrypt_sharding, );0;0;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true ;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
google;gson;check-android-compatibility.yml;check-android-compatibility;0;0;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true ;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
aragozin;jvm-tools;maven.yml;build15;5;5;mvn -B help:active-profiles -DskipTests && mvn -B package --file pom.xml -DdisableToolchain -DskipTests;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, shadow, );0;0;mvn -B help:active-profiles -DskipTests && mvn -B package --file pom.xml -DdisableToolchain -DskipTests;mvn -B help:active-profiles && mvn -B package --file pom.xml -DdisableToolchai
graphhopper;graphhopper;build.yml;build (21);2;2;mvn -B clean test -Dmaven.test.failure.ignore=true;mvn -B clean tes
clojure;clojure;test.yml;test (ubuntu-latest, 11, temurin, test-no-direct);1;1;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;druid;codeql.yml;analyze (javascript);0;0;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, dbtbl_with_readwrite_splitting_and_encrypt, );0;0;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, db_tbl_sql_federation, );0;0;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, db, );0;0;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, mask_encrypt_sharding, );0;0;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, tbl, );0;0;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, tbl, );0;0;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
immutables;immutables;ci.yml;build (11, javac, errorprone);13;13;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
javaparser;javaparser;maven_tests.yml;maven_test (ubuntu-latest, 9);9;9;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTests -Dmaven.test.skip=true;./mvnw -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -B --errors clean test --activate-profiles AlsoSlowTest
apache;zeppelin;core.yml;default-build (11);135;135;;./mvnw clean verify -DskipTests ${MAVEN_ARGS
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, mask_sharding, );0;0;;./mvnw clean verify -DskipTests ${MAVEN_ARGS
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, sharding_encrypt_shadow, );0;0;;./mvnw clean verify -DskipTests ${MAVEN_ARGS
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, sharding_encrypt_shadow, );0;0;;./mvnw clean verify -DskipTests ${MAVEN_ARGS
apache;incubator-seata;test-druid.yml;test-druid (1.2.9);1;1;./mvnw -T 4C clean test \       -Ddruid.version=${{ matrix.druid }} \       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \       -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, encrypt_and_readwrite_splitting, );0;0;./mvnw -T 4C clean test \       -Ddruid.version=${{ matrix.druid }} \       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \       -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;druid;codeql.yml;analyze (java);0;0;./mvnw -T 4C clean test \       -Ddruid.version=${{ matrix.druid }} \       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \       -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, openGauss, dbtbl_with_readwrite_splitting_and_encrypt, );0;0;./mvnw -T 4C clean test \       -Ddruid.version=${{ matrix.druid }} \       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn \       -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;nifi;system-tests.yml;build_and_test (ubuntu-latest, 21);141;141;"
";"${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_BUILD_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}

${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_RUN_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, db_tbl_sql_federation, );0;0;"
";"${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_BUILD_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}

${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_RUN_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}"
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, encrypt_and_readwrite_splitting, );0;0;"
";"${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_BUILD_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}

${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_RUN_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, encrypt_shadow, );0;0;"
";"${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_BUILD_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}

${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_RUN_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, mask_encrypt_sharding, );0;0;"
";"${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_BUILD_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}

${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_RUN_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, empty_storage_units, );0;0;"
";"${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_BUILD_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}

${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_RUN_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}"
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, encrypt, );0;0;"
";"${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_BUILD_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}

${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_RUN_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}"
linlinjava;litemall;main.yml;Litemall-admin (14.x);6;0;"
";"${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_BUILD_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}

${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_RUN_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}"
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, encrypt_shadow, );0;0;"
";"${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_BUILD_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}

${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_RUN_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, encrypt, );0;0;"
";"${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_BUILD_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}

${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_RUN_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}"
joelittlejohn;jsonschema2pojo;ci.yml;test (8);0;0;"
";"${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_BUILD_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}

${{ env.MAVEN_COMMAND }} ${{ env.MAVEN_RUN_ARGUMENTS }} ${{ env.MAVEN_PROJECTS }}"
jtablesaw;tablesaw;ci.yml;Tests (17, ubuntu-latest);7;7;mvn test -DskipTests ;mvn tes
fabric8io;kubernetes-client;build.yml;build (11);108;108;./mvnw ${MAVEN_ARGS} clean install -DskipTests ;./mvnw ${MAVEN_ARGS} clean instal
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Standalone, PostgreSQL, mask, );0;0;./mvnw ${MAVEN_ARGS} clean install -DskipTests ;./mvnw ${MAVEN_ARGS} clean instal
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, dbtbl_with_readwrite_splitting_and_encrypt, );0;0;./mvnw ${MAVEN_ARGS} clean install -DskipTests ;./mvnw ${MAVEN_ARGS} clean instal
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, sharding_and_shadow, );0;0;./mvnw ${MAVEN_ARGS} clean install -DskipTests ;./mvnw ${MAVEN_ARGS} clean instal
flowable;flowable-engine;mysql.yml;test_mysql (5.7);61;61;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,mysql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=com.mysql.cj.jdbc.Driver -Dspring.datasource.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=false -Dmaven.test.skip=true  ;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,mysql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=com.mysql.cj.jdbc.Driver -Dspring.datasource.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=fals
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, empty_rules, );0;0;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,mysql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=com.mysql.cj.jdbc.Driver -Dspring.datasource.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=false -Dmaven.test.skip=true  ;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,mysql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=com.mysql.cj.jdbc.Driver -Dspring.datasource.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=fals
stleary;JSON-java;codeql-analysis.yml;analyze (java);0;0;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,mysql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=com.mysql.cj.jdbc.Driver -Dspring.datasource.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=false -Dmaven.test.skip=true  ;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,mysql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=com.mysql.cj.jdbc.Driver -Dspring.datasource.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=fals
apache;dolphinscheduler;docs.yml;dead-link;0;0;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,mysql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=com.mysql.cj.jdbc.Driver -Dspring.datasource.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=false -Dmaven.test.skip=true  ;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,mysql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=com.mysql.cj.jdbc.Driver -Dspring.datasource.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=fals
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, MySQL, sharding_and_shadow, );0;0;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,mysql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=com.mysql.cj.jdbc.Driver -Dspring.datasource.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=false -Dmaven.test.skip=true  ;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,mysql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=com.mysql.cj.jdbc.Driver -Dspring.datasource.url=jdbc:mysql://localhost:${{ job.services.mysql.ports[3306] }}/flowable?characterEncoding=UTF-8 -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=fals
sofastack;sofa-jraft;build.yml;test_rheakv_pd;1;1;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-rheakv/rheakv-pd test -Dmaven.test.failure.ignore=true || mvn --projects jraft-rheakv/rheakv-pd test -Dmaven.test.failure.ignore=true || mvn --projects jraft-rheakv/rheakv-pd test -Dmaven.test.failure.ignore=true);mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-rheakv/rheakv-pd test || mvn --projects jraft-rheakv/rheakv-pd test || mvn --projects jraft-rheakv/rheakv-pd test
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, db, );0;0;mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-rheakv/rheakv-pd test -Dmaven.test.failure.ignore=true || mvn --projects jraft-rheakv/rheakv-pd test -Dmaven.test.failure.ignore=true || mvn --projects jraft-rheakv/rheakv-pd test -Dmaven.test.failure.ignore=true);mvn clean install -DskipTests=true -Dmaven.javadoc.skip=true -B -V && (mvn --projects jraft-rheakv/rheakv-pd test || mvn --projects jraft-rheakv/rheakv-pd test || mvn --projects jraft-rheakv/rheakv-pd test
graphhopper;graphhopper;build.yml;build (22-ea);2;2;mvn -B clean test -DskipTests;mvn -B clean tes
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, mask_sharding, );0;0;mvn -B clean test -DskipTests;mvn -B clean tes
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, distsql_rdl, );0;0;mvn -B clean test -DskipTests;mvn -B clean tes
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, empty_storage_units, );0;0;mvn -B clean test -DskipTests;mvn -B clean tes
openzipkin;zipkin;test_readme.yml;docker;0;0;mvn -B clean test -DskipTests;mvn -B clean tes
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, passthrough, );0;0;mvn -B clean test -DskipTests;mvn -B clean tes
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, encrypt_shadow, );0;0;mvn -B clean test -DskipTests;mvn -B clean tes
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, PostgreSQL, encrypt, );0;0;mvn -B clean test -DskipTests;mvn -B clean tes
clojure;clojure;test.yml;test (ubuntu-latest, 11, temurin, test-direct);1;1;mvn -ntp -B -P${{ matrix.profile }} clean test -Dmaven.test.skip=true;mvn -ntp -B -P${{ matrix.profile }} clean tes
flowable;flowable-engine;postgres.yml;test_postgres (16);62;62;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,postgresql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=org.postgresql.Driver -Dspring.datasource.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=false -Dmaven.test.skip=true;./mvnw clean install ${MAVEN_ARGS} -PcleanDb,postgresql,distro -P'!include-spring-boot-samples' -Djdbc.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Djdbc.username=flowable -Djdbc.password=flowable -Djdbc.driver=org.postgresql.Driver -Dspring.datasource.url=jdbc:postgresql://localhost:${{ job.services.postgres.ports[5432] }}/flowable -Dspring.datasource.username=flowable -Dspring.datasource.password=flowable -Dmaven.test.redirectTestOutputToFile=fals
immutables;immutables;ci.yml;build (8, javac, none);16;16;;mvn --batch-mode --no-transfer-progress clean test -P${{ matrix.compiler }} -Dextra=${{ matrix.extra }
jitsi;jitsi;java.yml;java (17);1;1;mvn -B verify -DperformRelease=true -DskipTests -Dmaven.compiler.source=11 -Dmaven.compiler.target=11 ;mvn -B verify -DperformRelease=true -DskipTests
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Standalone, openGauss, sharding_and_encrypt, );0;0;mvn -B verify -DperformRelease=true -DskipTests -Dmaven.compiler.source=11 -Dmaven.compiler.target=11 ;mvn -B verify -DperformRelease=true -DskipTests
alibaba;nacos;it.yml;test (ubuntu-latest, 8.0.192);0;0;mvn -B verify -DperformRelease=true -DskipTests -Dmaven.compiler.source=11 -Dmaven.compiler.target=11 ;mvn -B verify -DperformRelease=true -DskipTests
apache;incubator-seata;test-druid.yml;test-druid (1.2.10);1;1;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (jdbc, Standalone, openGauss, sharding_and_encrypt, );0;0;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, passthrough, );0;0;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, readwrite_splitting, );0;0;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, distsql_rdl, );0;0;./mvnw -T 4C clean test -Ddruid.version=${{ matrix.druid }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn -Dmaven.test.failure.ignore=true;"./mvnw -T 4C clean test \
       -Ddruid.version=${{ matrix.druid }} \
       -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shenyu;integrated-test.yml;build (shenyu-integrated-test-sofa);1;1;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
linlinjava;litemall;main.yml;Litemall-vue (12.x);29;0;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
apache;dolphinscheduler;e2e-k8s.yml;e2e-k8s;0;0;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
jetty;jetty.project;codeql-analysis.yml;analyze (java);0;0;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xml -Dmaven.test.failure.ignore=true;./mvnw test -Pit -f ./shenyu-integrated-test/${{ matrix.case }}/pom.xm
Nepxion;Discovery;maven.yml;build;4;4;mvn -B package --file pom.xml -DskipTests;mvn -B package --file pom.xm
apache;shardingsphere;e2e-sql.yml;e2e-sql (jdbc, Standalone, MySQL, readwrite_splitting, );0;0;mvn -B package --file pom.xml -DskipTests;mvn -B package --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, openGauss, db_tbl_sql_federation, );0;0;mvn -B package --file pom.xml -DskipTests;mvn -B package --file pom.xm
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, PostgreSQL, sharding_and_encrypt, );0;0;mvn -B package --file pom.xml -DskipTests;mvn -B package --file pom.xm
apache;shardingsphere;e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, mask_encrypt_sharding, );0;0;mvn -B package --file pom.xml -DskipTests;mvn -B package --file pom.xm
apache;incubator-seata;test-ubuntu.yml;test (8, ubuntu, 2.6.15         -D spring-framework.version=5.3.27);2;2;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
apache;shardingsphere;nightly-e2e-sql.yml;e2e-sql (proxy, Cluster, MySQL, db_tbl_sql_federation, );0;0;;"./mvnw -T 4C clean test -P args-for-client-test -Dspring-boot.version=${{ matrix.springboot }} -e -B -Dorg.slf4j.simpleLogger.log.org.apache.maven.cli.transfer.Slf4jMavenTransferListener=warn;"
